CODIGO ,NOMBRE CUENTA ,NATURALEZA,ACUMULA 
5315.0,GASTOS EXTRAORDINARIOS,D,SI
531515.0,COSTOS Y GASTOS DE EJERCICIOS ANTERIORES,D,SI
53151501.0,COSTOS Y GASTOS DE EJERCICIOS ANTERIORES,D,NO
531520.0,IMPUESTOS ASUMIDOS,D,SI
53152001.0,RETENCIONES EN LA FUENTE ,D,NO
53152002.0,IVA ,D,NO
531595.0,OTROS,D,SI
53159501.0,OTROS,D,NO
5395.0,GASTOS DIVERSOS,D,SI
539505.0,GASTOS ASUMIDOS ,D,SI
53950501.0,APORTES SEGURIDAD SOCIAL NO DEDUCIBLE ,D,NO
53950502.0,"MULTAS, SANCIONES Y LITIGIOS",D,NO
53950503.0,DONACIONES,D,NO
53950504.0,OTROS,D,NO
54.0,IMPUESTO DE RENTA Y COMPLEMENTARIO ,D,SI
5405.0,IMPUESTO DE RENTA Y COMPLEMENTARIO ,D,SI
540505.0,IMPUESTO DE RENTA Y COMPLEMENTARIO ,D,SI
54050501.0,IMPUESTO DE RENTA Y COMPLEMENTARIOS ,D,NO
59.0,GANANCIAS Y PERDIDAS,D,SI
5905.0,GANANCIAS Y PERDIDAS ,D,SI
590505.0,GANANCIAS Y PERDIDAS,D,SI
59050501.0,GANANCIAS Y PERDIDAS,D,NO
61.0,COSTOS DE VENTA,D,SI
6110.0,COOSTO DE VENTAS Y PRESTACIN DE SERVICIOS ,D,SI
62.0,COMPRAS ,D,SI
6205.0,DE MERCNCIAS,D,SI
620505.0,Nombre Segun la necesidad de la empresa,D,SI
62050501.0,Nombre Segun la necesidad de la empresa,D,NO
6210.0,DE MATERIAS PRIMAS ,D,SI
621005.0,Nombre Segun la necesidad de la empresa,D,SI
6210501.0,Nombre Segun la necesidad de la empresa,D,NO
6215.0,DE MATERIALES INIRECTOS,D,SI
621505.0,Nombre Segun la necesidad de la empresa,D,SI
62150501.0,Nombre Segun la necesidad de la empresa,D,NO
6220.0,COMPRA DE ENERGIA,D,SI
622005.0,Nombre Segun la necesidad de la empresa,D,SI
62200501.0,Nombre Segun la necesidad de la empresa,D,SI
,,D,NO
7.0,COSTOS DE PRODUCCIÓN O DE OPERACIÓN,D,SI
71.0,MATERIA PRIMA,D,SI
7105.0,MATERIA PRIMA DIRECTA,D,SI
72.0,MANO DE OBRA DIRECTA,D,SI
73.0,COSTOS INDIRECTOS,D,SI
8.0,CUENTAS DE ORDEN DEUDORAS,D,SI
9.0,CUENTAS DE ORDEN ACREEDORAS,C,SI
